-0.025986383	0.016068611	0.0695381	-0.18341912	0.052762717	0.11204198	0.035132606	-0.16242786	-0.09370611	-0.114156745	-0.1115242	0.16442521	0.07715124	-0.001187857	0.07547575	0.12583517
0.038233716	0.088473886	0.0166319	-0.29304537	0.12497556	0.14495021	-0.076761454	-0.06870351	-0.019452496	-0.051859554	-0.09999281	0.14390096	0.010204333	0.018089708	0.023884265	0.15461086
0.15531735	0.14919885	-0.11646485	-0.2059705	0.21519606	-0.067041494	-0.15759526	0.13568644	0.12919466	0.11926745	0.10914477	-0.1330971	-0.10784594	0.17962429	-0.12819016	-0.036919862
0.04520461	0.06898082	0.020151531	-0.28495368	0.15327872	0.14837469	-0.090474	-0.111430936	-0.08615963	-0.020345414	-0.08901529	0.11788052	0.024586527	0.10372758	-0.005348107	0.14327136
-0.014029962	0.13956702	-0.091732726	-0.2613743	0.099986576	0.04051677	-0.10931959	-0.036748208	0.028066944	-0.012342686	-0.038980477	0.011069687	-0.012546904	0.08829746	0.0023902813	0.035598706
-0.08718465	0.049786396	0.081810385	-0.27353343	-0.001218159	0.13678312	0.03161074	-0.15005997	-0.10446375	-0.0687828	-0.16165973	0.17227253	0.107597195	-0.011430114	0.058741152	0.12085964
0.113220885	0.082484476	-0.05579238	-0.26388538	0.09577687	-0.02261033	-0.14069939	0.002314601	0.01619629	0.078264534	0.018183844	0.025941111	-0.047114287	0.116075635	-0.03972833	-0.044647206
0.061154224	0.13318165	-0.030169582	-0.20280482	0.06672727	0.04858754	-0.078447565	-0.0064361477	0.06627986	0.016260343	0.04168512	0.009998483	-0.00638241	0.07049837	-0.06502737	0.010685756
0.15490039	0.2069835	-0.1236669	-0.32019883	0.21553904	-0.0268026	-0.10741832	0.10333341	0.0842211	0.14003593	0.08432443	-0.033052094	-0.13307093	0.145179	-0.15577424	-0.020863269
0.068815105	0.108736575	-0.0009045813	-0.20862706	0.15777537	0.023931444	-0.108875245	-0.0010658056	-0.018858332	-0.027709475	-0.010869121	0.03684746	-0.038364653	0.10205425	-0.05635012	0.03911751
-0.14443079	0.011298501	0.070236124	-0.2265971	0.028288009	0.23414548	0.07373414	-0.1809903	-0.10761972	-0.1591959	-0.17969742	0.15498385	0.15103316	-0.041031923	0.068897076	0.23000146
-0.026138758	0.088820994	0.028036855	-0.22610746	0.1098133	0.050677538	0.020890296	-0.09125147	-0.074797936	-0.0035446265	-0.108019575	0.13110068	0.039976668	0.051753946	0.048404116	0.16033085
-0.13952728	0.0026340294	0.06349631	-0.1711771	-0.0062823766	0.14999017	0.11188085	-0.16401237	-0.1013123	-0.1349112	-0.18399514	0.23069386	0.12789759	-0.030636871	0.11059828	0.14228055
0.10814334	0.13879122	-0.10441203	-0.18820573	0.09199706	-0.046225492	-0.11892722	0.028282458	0.039191328	0.09886694	0.014764239	-0.06409231	-0.110019065	0.09805405	-0.024663331	-0.03297989
-0.050255597	0.00020293781	0.04813444	-0.1285348	0.039312057	0.064263605	-0.03411493	-0.06444803	-0.07546042	-0.08098702	-0.07558119	0.13685212	0.025034698	-0.024242485	-0.01801894	0.064679205
-0.02642072	0.084980465	-0.04922898	-0.1776483	0.05675638	0.039720766	-0.047714334	-0.054992117	-0.05767981	0.024654223	-0.021220852	0.06887962	0.024739405	0.054588124	-0.013351655	0.061320376
-0.026147371	0.019122923	0.018504621	-0.2136495	0.025853252	0.11544688	0.07909343	-0.11457489	-0.073444664	-0.07869232	-0.14771798	0.11107949	0.10906582	-0.03158591	0.07894602	0.15076335
-0.093942836	0.019250486	0.08134415	-0.19983765	0.020848013	0.1542236	-0.010816342	-0.08576019	-0.08903996	-0.083459675	-0.10670557	0.17955227	0.07029351	0.0022304677	0.039898824	0.1798003
0.046407774	0.038085125	-0.011373843	-0.24188839	0.071966216	0.05145136	-0.0434002	-0.008960747	-0.03928963	-0.030205065	9.0452595e-05	0.0036104757	0.013207875	0.018718205	-0.021177912	0.09279318
-0.0030118101	0.084161155	0.0070250616	-0.23173112	0.0584225	0.099943504	-0.046191536	-0.09501192	-0.05307081	-0.009807509	-0.14229862	0.09408494	-0.00996548	0.09184614	-0.025676975	0.10649124
-0.093030915	-0.076922834	0.13975205	-0.05598091	-0.09963646	0.16018297	0.1375325	-0.1464566	-0.14303447	-0.18333636	-0.16301396	0.17036873	0.12853514	-0.1250663	0.1859748	0.23977193
